job_id,job_title,company,job_description,required_skills,experience_years,location,salary_range
,Content and Data Analyst,,"description powerstop stands out as the pioneering force within the automotive aftermarket brake sector. being part of powerstops team entails becoming a member of a company that is reshaping the industrys landscape. join us and become an integral part of a brand that is undergoing remarkable expansion, where you can confidently expect to have the opportunity to contribute significantly to our teams success. we are continually in search of enthusiastic and achievementdriven individuals who possess the drive and enthusiasm to aid us in achieving our goals. moreover, we highly value candidates who share a passion for automobiles and a willingness to grasp the industry. we are seeking a dynamic and proactive content and data analyst to manage price sheets, optimize product content, and support sales growth. this role is essential for ensuring our customers have accurate, engaging content and competitive and ontime pricing support. you will work crossfunctionally with content, product, and sales teams to enhance our market presence and support business objectives. essential duties and responsibilities price management refine and streamline the pricing update process by collaborating with crossfunctional teams to ensure timely, accurate uploads across all customer platforms. conduct detailed price analysis regularly to monitor market trends, identify pricing opportunities, and adjust strategies to maintain competitiveness while maximizing market share. customer setup optimization oversee the endtoend setup process for new product numbers, ensuring accurate and efficient execution. ensure all parts are fully set up and accessible to customers, identifying any missing information or gaps and facilitating complete execution to enhance customer experience. optimize product detail pages pdps by managing the upload of highquality images, videos, and other content, aiming to increase customer engagement and drive sales conversion. collaborate with the catalog department to address both real and perceived catalog issues, ensuring accuracy and customer satisfaction. sales business review support support sales teams in the creation of compelling business review decks for customer meetings, highlighting key data insights and contentdriven strategies. drive sales growth by developing creative ways to leverage content and data, continuously seeking opportunities to increase engagement and revenue. project line review management lead the project management of line reviews, ensuring deadlines are met and execution is efficient. facilitate communication and collaboration with relevant stakeholders to ensure alignment with business goals. competitive analysis monitor and analyze competitor trends, pricing strategies, and promotional activities to stay ahead in the market. provide strategic recommendations based on competitor analysis to continuously grow market share, adjusting pricing and content strategies as needed. trade show advertising support manage trade show logistics from start to finish, ensuring smooth operations and providing onsite support to maximize exposure and engagement. coordinate content creation for advertising campaigns, ensuring alignment with brand messaging and market trends. key competencies model powerstops core values and behaviors as outlined in the mission statementsafety first do the right thing win as a team focus on the customer act with urgency drive results always follow all company environmental and safety policies and procedures. treat everyone with respect and dignity, valuing diverse perspectives and experiences. act with honesty, transparency, and ethical behavior in all dealings and maintain the highest standards of integrity. embrace change and proactively adjust to evolving market trends and customer demands, and be flexible in finding innovative solutions. requirements bachelors degree in business or equivalent knowledge of how the us aftermarket distribution channel operates proficient with microsoft office suite word, powerpoint, excel, and power bi strong attention to detail and ability to interpret and quantify large sets of data. excellent written and verbal communication and interpersonal relationship skills to collaborate with diverse teams. resultsdriven with a track record of meeting and exceeding role requirements. ability to adapt to a fastpaced, everchanging environment. strong organizational skills with high attention to detail. proven ability to pivot seamlessly in response to shifting priorities, ensuring continued strategic focus and high performance in dynamic sales environments. automotive industry experience or a passion for automobiles, a plus strong analytical and problemsolving skills, with proficiency in data analysis. minimum of two years of automotive industry experience. proficiency with aces and pies data standards. ability to work crossfunctionally with content and product teams, advocating for customer needs and content challenges. selfstarter with strong problemsolving skills and an innate sense of curiosity. experience with salesforce is a plus. creative mindset with the ability to find innovative ways to increase sales and optimize product content.",,,,
,Junior Data Analyst,,"job description key responsibilities data integration assist in designing, developing, and maintaining data pipelines and etl processes to consolidate and transform data from various sources. database management support the implementation and management of databases sql, nosql and data warehouses. data quality and governance collaborate with teams to ensure data quality, integrity, and security throughout all processes. data analysis conduct basic data analysis and assist in creating data visualizations to support business decisionmaking. documentation document technical designs, specifications, and test plans. skills and qualifications bachelors degree in computer science, engineering, information systems, or a related field. proficiency in programming languages such as python, java, or scala. familiarity with database technologies sql, nosql and data warehousing concepts. understanding of etl extract, transform, load processes and data integration techniques. strong analytical and problemsolving skills with attention to detail. ability to work independently and collaboratively in a team environment. excellent communication skills to effectively interact with stakeholders. job types fulltime, contract pay 55,000.00 60,000.00 per year schedule 8 hour shift experience sql 1 year preferred ability to commute ashburn, va 20147 preferred ability to relocate ashburn, va 20147 relocate before starting work preferred work location in person",,,,
,ERP Data Analyst- NEW,,"since 1875, mueller distributors have been a family run business and have built an outstanding reputation as a leading building materials distributor. we are driven to provide the highest level of customer satisfaction in all our work through outstanding quality service. we are looking for an erp data analyst to help take us to the next level the erp analyst will be responsible for analyzing, designing, and implementing erp data solutions to support business operations. this role involves working closely with various departments to ensure data integrity, improve system efficiency, and provide actionable insights. responsibilities reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. analyze and interpret complex data sets within the erp system. develop and maintain data models, reports, and dashboards. collaborate with crossfunctional teams to identify data needs and provide solutions. ensure data accuracy and integrity across all erp modules. perform data validation and troubleshooting to resolve data issues. support erp system upgrades and enhancements. provide training and support to endusers on datarelated functionalities. document data processes and maintain data dictionaries. additional responsibilities may apply. qualifications bachelors degree in computer science, information systems, or a related field. proven experience as an erp data analyst or similar role. strong knowledge of erp systems e.g., cloudsuite distribution, sap, oracle, microsoft dynamics. proficiency in sql and data analysis tools. excellent analytical and problemsolving skills. strong communication and interpersonal skills. ability to work independently and as part of a team. preferred qualifications experience with data visualization tools e.g., tableau, power bi. knowledge of data warehousing and etl processes. certification in erp systems or data analysis. cloudsuite sql queries power bi excel benefits of joining our team competitive salary and benefits package. opportunities for professional growth and development. collaborative and inclusive work environment. paid time off company paid holidays health insurance and prescription drug coverage flexible spending accounts medical and dependent care dental insurance vision insurance company paid life insurance optional group life and disability 401k with a generous company match career training mueller roofing distributors is an equal opportunity employerdrugfree workplace and we welcome and encourage diversity. we are always recruiting toptalent to join our team. please visit our website at www.mueller1875.com for more information.",,,,
,Entry Level Business Analyst,,"key responsibilities gather and document business requirements from stakeholders. analyze business processes and identify areas for improvement. develop and maintain clear project documentation, including business requirements and process flows. collaborate with technical teams to ensure requirements are understood and implemented effectively. assist in the testing and validation of solutions to ensure they meet business needs. provide support for project management and help ensure timely delivery of business solutions. prepare reports and presentations to communicate findings and recommendations to stakeholders. skills and qualifications strong communication and interpersonal skills. ability to analyze data and business processes. experience with documentation and process mapping tools. knowledge of business analysis methodologies and tools. ability to work collaboratively with teams and stakeholders. job type fulltime pay 60,000.00 70,000.00 per year benefits 401k compensation package bonus opportunities monthly bonus weekly pay schedule 8 hour shift day shift monday to friday work location remote",,,,
,"Data Analyst, Tableau Developer",,"city experiences is seeking a data analyst, tableau developer for our analytics operations. salary 65,00075,000 about you this person will be adaptable, dynamic, and embody city experiences respect service system. about the opportunity the analyst will play a crucial role in delivering marketing, sales, operational, and financial analytics. acting as both a tableau developer and business analyst, this role will be responsible for developing, managing, and maintaining kpi tracking and analytics across multiple business lines, brands, and shared service teams. the ideal candidate will excel at bridging the gap between business and technology, effectively communicating insights to senior leadership. they will thrive in a dynamic environment, demonstrating adaptability and leadership while upholding the organizations respect service system values. essential duties responsibilities develop and deliver data analytics solutions to support business insights. design, maintain, and enhance key performance indicators kpis to track enterprise performance and health. create intuitive, easytounderstand visualizations and summary views of data. lead the endtoend development of standardized and interactive tableau dashboards and reports, including intake, requirements gathering, wireframing, and buildout. collaborate with engineering and business teams to translate business needs into technical requirements and integrate with a centralized data mesh. collect, analyze, and document data from internal and external sources to generate actionable insights. support the training, adoption, and administration of tableau within the organization. establish measurement specifications, data collection standards, schemas, benchmarks, and documentation. provide support for adhoc and recurring analytics requests. ensure data accuracy through audits and proactively resolve issues. transform data into compelling insights that drive strategic decisionmaking and kpi optimization. stay informed on best practices, trends, and innovations in data analytics. effectively manage multiple projects simultaneously in a fastpaced environment. requirements qualifications education bachelors or masters degree in computer science, analytics, math, statistics, or related field or equivalent experience in data analytics. tableau expertise 12 years proven experience in developing, managing, and maintaining tableau dashboards and analytics solutions. technical skills 12 years experience in sql, r, andor python. about us city experiences passion is to provide amazing experiences on land and water. our 40year success through organic growth and acquisitions has resulted in a portfolio of over 25 brands that welcome upwards of 30 million guestsriders annually. if youre an enthusiastic team player who thrives in an environment where communication, creativity, and cooperation are encouraged, this may just be the opportunity for you. the respect service system embodies city experiences mission, vision, values and operating principles. by creating a company culture that puts respect at its core, we believe it will drive us to achieve our goal of becoming a global experiences and transportation leader. the company is proud to be an equal employment opportunity and affirmative action employer. we prohibit discrimination and harassment against any applicants or employees based upon their race, color, religion, national origin, sex, age, sexual orientation, gender identity or expression, mental or physical disability, status as a protected veteran, or other characteristics prohibited by applicable law. additionally, we encourage all qualified applicants including those with past arrest or conviction records to apply. the company participates in the everify program in certain locations. we encourage qualified applicants with arrest and conviction records to apply. equal opportunity employer this employer is required to notify all applicants of their rights pursuant to federal employment laws. for further information, please review the know your rights notice from the department of labor.",,,,
,Tableau Data Analyst -100% Remote,,"tableau data analyst 100 remote backfill situation collaborate with project stakeholders to understand and gather business requirements. design, develop, test, and deploy robust tableau dashboards and reports that align with business requirements and provide actionable insights. research and recommend innovative bi solutions and visualization methods to improve the projects datadriven decisionmaking process. evaluate predictive analytics models to forecast future scenarios and inform strategic planning. communicate findings and insights to stakeholders through clear, understandable presentations. ensure data quality and integrity in dashboards and reports. conduct training sessions to educate endusers on how to use bi tools and dashboards effectively. continually refine and iterate bi strategy based on evolving project needs. deep handson technical expertise proven experience with tableau desktop and exposure to tableau online. health insurance experience preferred but not required. data visualization and dashbording on tableau required data analysis interpretation business intelligence bi solutions etl extract, transform, load processes job types fulltime, contract pay 45.00 50.00 per hour schedule 8 hour shift willingness to travel 25 preferred work location remote",,,,
,Contract Data Analyst,,"request for proposals rfp contract data analyst issued by indiana legal services, inc. ils submission deadline june 5, 2025 1. introduction indiana legal services, inc. ils is a statewide, notforprofit organization that provides free legal services to eligible clients in civil cases through eight branch offices. ils seeks proposals from qualified individuals or firms to provide data analysis services on a contract basis. the selected contractor will support ils in enhancing its use of data to improve client services, measure effectiveness, and drive systemic change. ils collects a large amounts of data as part of our application process and legal work, so we know a lot about our applicants, clients, cases, and outcomes. data about the legal issues our clients face is also available from external sources. ils wants to be able to understand, use, and visualize this data to show how our clients are affected by laws and practices. we will use this information to understand if we fairly allocating our resources to the geographic and subjectmatter areas of greatest need and to motivate decision makers to act. the data analyst will work closely with the executive team to improve indiana legal services use of data to enhance client services, improve the organizations effectiveness, and create systemic change. this is the first position of its kind at indiana legal services. 2. scope of work the selected contractor will be responsible for recommending organizationwide practice goals and measures of success. fostering a dataaware culture and supporting staff in using data to inform daily practice. designing and conducting research for special projects. improving access to innovative technologies and tools for better data collection and client services. building data and mapping tools and templates. collaborating with ils staff to investigate research questions and communicate findings in a clear, actionable manner. 3. qualifications experience applicants must meet the following minimum qualifications demonstrated commitment to the mission of indiana legal services. a babs degree and at least one year of experience in data collection and analysis using microsoft excel, tableau prep builder, tableau dashboards, or equivalent tools. experience with json, rest apis, and either python or r is preferred but not required. strong administrative and organizational skills, with the ability to manage multiple tasks efficiently. ability to work independently and collaboratively. excellent written and verbal communication skills. familiarity with data sources related to poverty is a plus. 4. proposal requirements interested applicants should submit a proposal including a cover letter detailing relevant experience and proposed approach to fulfilling the scope of work. a resume or organizational profile for firms. proposed hourly rate. a list of three references, including email addresses and telephone numbers, who have worked with the bidder on similar projects or have knowledge of the bidders relevant skills and experience. 5. submission process proposals should be submitted via email to megan stuart megan.stuartilsi.net. for any questions regarding this rfp, please contact megan stuart, director of advocacy at megan.stuartilsi.net 6. evaluation criteria proposals will be evaluated based on relevant experience and qualifications. understanding of the scope of work and proposed approach. costeffectiveness of the proposed hourly rate. references and past performance. 7. contract term compensation this is a remote position. the selected contractor will enter into a contract agreement with ils. compensation will be based on the agreed hourly rate. 8. timeline rfp release date april 5, 2025 proposal submission deadline june 5, 2025 anticipated selection date july 5, 2025 project start date july 31, 2025 ils reserves the right to reject any or all proposals, negotiate specific contract terms, or cancel this rfp at any time.",,,,
,Insurance Data Analyst,,"position summary collaborates with various departments to identify data needs and create solutions. essential functions performs and manages all the steps required for analyses including requirements gathering, methodology development, data pullingprocessing, analysis and presentation performs advanced analytics appropriate to the dental line of business including modeling, forecasting, predictive analytics that deliver recommendations for growth, cost reduction and optimization of operational performance suggests ways to improve data management and use of technology i.e. increase accuracy, automate tasks throughout the company, particularly as they relate to reports, existing spreadsheets, programs, systems and data warehouses reviews existing reports, programs, and processes and when appropriate, with the guidance of senior staff, make improvements analyzes, summarizes, and reconciles data for a variety of projects carrys out market intelligence studies and summarize results in a clear and concise way including suggestion for action plans participates in data analytics studies such as fee analysis and provider compensationbonus runs adhoc reports and analysis creates dashboards used for daily reporting to senior management supports the building of new analytical capabilities that enable analytics to support the strategic goals of the company performs other duties as assigned requirements associates degree in business or technical field required, bachelors degree preferred working knowledge of insurance principles strongly desired skills in information systems, spreadsheets, databases and excel macros ability to review large sets of data and break down into meaningful information knowledge of relational database concepts knowledge of business process analysis concepts i.e. six sigma excellent written and verbal communication skills ability to learn quickly ability to work well within a team setting functions at a high level with minimal supervision ability to engage in conversation on internal issues, prioritize issues, efficiently troubleshoot problems and recommend solutions in a timely and customer focused manner must be organized and adaptable in a rapidly changing environment work environment physical demands typical office environment 40hour workweek mf, hybrid 2day remote3day onsite where appropriate as assigned and additional hours as required",,,,
,GLO - Data Analyst (DRGR Specialist),,"glo data analyst drgr specialist 00049413 organization general land office primary location texasaustin work locations cdr chase bldg fl8 221 w 6th st austin 78701 job computer and mathematical employee status regular schedule fulltime standard hours per week 40.00 state job code 0653 0652 0651 0650 salary admin plan b grade 24 22 20 18 salary pay basis 5,000.00 6,850.00 monthly number of openings 1 overtime status exempt job posting apr 17, 2025, 104334 am closing date may 1, 2025, 115900 pm description the texas general land office is seeking a data analyst iiv drgr specialist within the community development revitalization cdr department of the agency. data analyst i performs entrylevel data analysis and data research work. maintains and manages the disaster recovery grant reporting system drgr data ensuring that contract, performance measures, and financial data is accurately reported to hud on a timely basis. works closely with drgr team peers and program area resources. works under close supervision, with limited latitude for the use of initiative and independent judgment. performs other duties as assigned. other duties as assigned may include but are not limited to actively participating andor serving in a supporting role to meet the agencys obligations for disaster response andor recovery or continuity of operations coop activation. such participation may require an alternate shift pattern assignment andor location. performs complex journeylevel data analysis and data research work. data analyst ii performs routine journeylevel data analysis and data research work. maintains and manages the disaster recovery grant reporting system drgr data ensuring that contract, performance measures, and financial data is accurately reported to hud on a timely basis. works closely with drgr team peers and program area resources. works under moderate supervision, with limited latitude for the use of initiative and independent judgment. performs other duties as assigned. other duties as assigned may include but are not limited to actively participating andor serving in a supporting role to meet the agencys obligations for disaster response andor recovery or continuity of operations coop activation. such participation may require an alternate shift pattern assignment andor location. performs complex journeylevel data analysis and data research work. data analyst iii performs moderately complex journeylevel data analysis and data research work. maintains and manages the disaster recovery grant reporting system drgr data ensuring that contract, performance measures, and financial data is accurately reported to hud on a timely basis. works closely with drgr team peers and program area resources. works under general supervision, with limited latitude for the use of initiative and independent judgment. performs other duties as assigned. other duties as assigned may include but are not limited to actively participating andor serving in a supporting role to meet the agencys obligations for disaster response andor recovery or continuity of operations coop activation. such participation may require an alternate shift pattern assignment andor location. performs complex journeylevel data analysis and data research work. data analyst iv performs highly complex seniorlevel data analysis and data research work. maintains and manages the disaster recovery grant reporting system drgr data ensuring that contract, performance measures, and financial data is accurately reported to hud on a timely basis. works closely with drgr team peers and program area resources. works under limited supervision, with moderate latitude for the use of initiative and independent judgment. performs other duties as assigned. other duties as assigned may include but are not limited to actively participating andor serving in a supporting role to meet the agencys obligations for disaster response andor recovery or continuity of operations coop activation. such participation may require an alternate shift pattern assignment andor location. performs complex journeylevel data analysis and data research work. our mission the texas general land office primarily serves the schoolchildren, veterans, and the environment of texas. the agency does so by preserving our history, maximizing state revenue through innovative administration, and through the prudent stewardship of state lands and natural resources. what your contributions to the glo will be da i monitors the disaster recovery grant reporting system drgr data ensuring that contract, performance measures, and financial data is accurately reported to hud on a timely basis. da ii coordinates with other cdr teams to ensure the accurate and timely submission of performance and financial grant data for qpr reporting. da iii coordinates, defines, develops, and implements data projects, reporting standards and quality assurance, selecting relevant data criteria as it relates to drgr data and grant management reporting processes. da iv develops data parameters, determines quality of available data and prunes as indicated to improve data quality providing optimum analysis of data for technical reports and visualization of results. qualifications minimum qualifications graduation from an accredited fouryear college or university with major coursework in data science, business analytics, computer science, computer information systems, management information systems, accounting, finance, mathematics, statistics, economics, or a related field is generally preferred. experience and education may be substituted for one another. salary and classification are dependent on qualifications data analyst i one 1 or more years of experience in a professional work setting or college equivalent. data analyst ii one 1 or more years of experience in a professional work setting one 1 additional year with work related to data analysis, project management, financial accounting or auditing. data analyst iii three 3 or more additional years of experience in a professional work setting with work involving data analysis, project management, financial accounting or auditing. data analyst iv four 4 or more additional years of experience in a professional work setting with work involving data analysis, project management, financial accounting or auditing. experience with microsoft office word, excel, powerpoint, etc.. preferred qualifications experience working with capps experience in accounting or auditing physical requirements this position requires the employee to primarily perform sedentary office work however, mobility moving around the worksite is routinely required to carry out some duties. this position requires extensive computer, telephone and client customer contact and communication. it requires the ability to move and position oneself as needed for filing and similar routine office duties. the job also requires normal cognitive abilities requiring the ability to learn, recall, and apply certain practices and policies. it requires the stamina to maintain attention to detail despite interruptions. ability to read printed materials and computer screens. the individual must be able to move and transport records, documents, boxes, and all related information and materials, weighing up to 20 pounds when required. compensation and benefits free parking defined retirement benefit plan optional 401k and 457 accounts medical insurance state pays 100 of the health plan premium for eligible fulltime employees and 50 of the premium for their eligible dependents. the state pays 50 of the eligible parttime employees premium and 25 for eligible dependents. optional benefits such as dental, vision, and life insurance. minimum of 96 hours of annual leave a year annual leave increases with length of service. professional development opportunities the glo offers numerous courses to help our employees grow using resources through linkedin learning and our eap provider. veterans use your military skills to qualify for this position or other jobs go to www.texasskillstowork.com to translate your military work experience and training courses into civilian job terms, qualifications, and skill sets. also, you can compare this position to military occupations mos at the texas state auditors office by pasting this link into your browser military crosswalk for occupational category planning, research, and statistics how to apply to be considered, please complete a state of texas application for employment and apply online at www.workintexas.com or in the capps career section. you may apply for the job directly through the capps career section. it is not necessary to apply both through work in texas and the capps career section. applications must be fully completed with a detailed job history, including job title, employment dates, employer name, supervisors name and phone number, and a summary of responsibilities. incomplete applications may lead to disqualification. please be aware that resumes will not be accepted in place of a completed application. in compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the united states and to complete the required employment eligibility verification document form upon hire. a position utilizing this classification will be designated as security sensitive according to the texas labor code, section 301.042. applicants must be authorized to work for any employer in the u.s. we are unable to sponsor or take over sponsorship of an employment visa.",,,,
,Data Analyst (Finance),,"company overview before we opened strive pharmacy we were unsatisfied with the current state of the pharmaceutical industry. most of the current pharmaceuticals only offer a one size fits all approach and often come with unwanted and potentially dangerous side effects. we found that through compounding we can offer a much more personalized solution to medicine. through this we have been able to help patients get the results they are seeking for their personal needs. after years of working for corporate chains we took the risk and opened strive pharmacy. we are dedicated to providing a better experience for each customer and clinic that we work with. come see the strive difference. our mission were flipping the script with personal medicine. we strive to interrupt an industry that has been closed to personalized care, accessibility, and nuance for too long. we strive to shift a reactive view of selfcare and ignite a proactive baselineshifting approach to health for all. the human element is our crux and catalyst, driving all that we do, whether were interacting with patients, providers, or practices. were here to partner with those ready for a change. more than a compounding pharmacy, were on a mission to positively disrupt healthcare as we know it. strive is about more than medicine. strive is about striving for the personal side of healthcare. as a data analyst in finance, you will play a crucial role in supporting the growth and success of our company. reporting to the manager of data analytics, you will have an opportunity to collaborate with clevel leadership and crossfunctional teams to drive financial planning and analysis initiatives. this is an exciting opportunity to contribute to the strategic decisionmaking process and be an integral part of the companys growth reshaping how people view healthcare today. responsibilities data extraction and transformation utilize sql to extract data from various sources, including databases, apis, and flat files. clean and prepare data for analysis, handling missing values, inconsistencies, and outliers. implement complex sql queries, aggregations, ctes, joins, and window functions to transform data into a usable format. develop and maintain etl pipelines using tools like dbt data build tool. data visualization create visually appealing and informative dashboards and reports using our bi tool, looker. collaborate with stakeholders to understand their data needs and design visualizations that effectively communicate key insights. develop and maintain data models and datasets within looker. data analysis conduct indepth data analysis to identify trends, patterns, and anomalies. provide actionable insights and recommendations based on data findings. support datadriven decisionmaking processes across the organization. stakeholder collaboration effectively communicate data insights to stakeholders at all levels, tailoring the information to their specific needs. build strong relationships with stakeholders to understand their data requirements and provide timely support. data governance adhere to data governance standards and best practices. contribute to the development and maintenance of data quality and security procedures. qualifications bachelors degree in computer science, statistics, mathematics, or a related field. 35 years of experience in data analysis or a similar role. strong proficiency in sql, including complex query writing, aggregations, ctes, joins, and window functions. experience with data visualization tools, preferably looker. familiarity with etl processes and tools e.g., dbt is a plus. excellent analytical and problemsolving skills. strong communication and interpersonal skills. ability to work independently and as part of a team. demonstrable experience with python is preferred benefits perks strive pharmacy provides a comprehensive benefits package that encompasses various perks such as employer paid healthcare coverage available after 30 days of employment, the choice of an fsahsa, a voucher for new hire scrubs if applicable, parental leave, a 401k plan with matching contributions, and the benefit of weekends and holidays off. free compounded meds to employees and immediate family members. culture at strive, culture plays a fundamental role in shaping our workplace atmosphere. beyond our exceptional benefits package, we foster a sense of community. throughout the year, we arrange various holiday potlucks and festive celebrations. strive is committed to promoting both personal and professional development, striving for our employees to excel and grow in every aspect of their lives, both within and outside of the workplace. eeo strive pharmacy is an equal opportunity employer that is committed to diversity and inclusion in the workplace. we prohibit discrimination and harassment of any kind based on race, color, sex, religion, sexual orientation, national origin, disability, genetic information, pregnancy, or any other protected characteristics as outlined by federal, state or local laws. disclaimer please do not call the pharmacy location with questions about your application or interview. a talent acquisition partner will reach out to you.",,,,
,ISRM Data & Analytics GEM Fellow 2025,,"at johnson johnson, we believe health is everything. our strength in healthcare innovation empowers us to build a world where complex diseases are prevented, treated, and cured, where treatments are smarter and less invasive, and solutions are personal. through our expertise in innovative medicine and medtech, we are uniquely positioned to innovate across the full spectrum of healthcare solutions today to deliver the breakthroughs of tomorrow, and profoundly impact health for humanity. learn more at httpswww.jnj.com job function career programs job sub function skillbridge job category career program all job posting locations raritan, new jersey, united states of america job description at johnson johnson, we believe health is everything. our strength in healthcare innovation empowers us to build a world where complex diseases are prevented, treated, and cured, where treatments are smarter and less invasive, and solutions are personal. through our expertise in innovative medicine and medtech, we are uniquely positioned to innovate across the full spectrum of healthcare solutions today to deliver the breakthroughs of tomorrow, and profoundly impact health for humanity. learn more at httpswww.jnj.com. johnson johnson information security risk management is recruiting for a cybersecurity data analytics gem fellow, working remotely or located in raritan, nj. do you have the ability to think critically, analyze and glean insights from data can you identify risks and drive improvements to enhance insight into datadriven decisions as a member of the cybersecurity data science, analytics, and automation team you will work with multiple customers and products owners to develop analyticsautomation data products to facilitate risk management and help mitigate the overall security risk facing the organization. key responsibilities design and develop visual analytics dashboard to provide required insights for security risk products and business processes. collaborate with customersproducts owners across isrm to define requirements for data analytics products. engineer and develop automated data pipelines and data models. perform adhoc exploratory data analysis to identify patternsbehaviors across products and business processes. qualifications education a minimum of a bachelors degree is required. experience and skills required experience with data analytics tools such as tableau, python, r, and sql. exhibit intellectual curiosity to assess new technologies and understand the security implications. must excel in an environment that allows you to challenge yourself and come up with creative solutions to complex problems. must have strong interpersonal skills. permanently authorized to work in the u.s., must not require sponsorship of an employment visa e.g., h1b or green card at the time of application or in the future. students currently on cpt, opt, or stem opt usually requires future sponsorship for long term employment and do not meet the requirements for this program unless eligible for an alternative longterm status that does not require company sponsorship. preferred the ability to think critically, analyze and decompose complex systemsprocessescontrols to identify risk. enjoy working in a collaborative team environment johnson johnson is an equal opportunity employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, age, national origin, disability, protected veteran status or other characteristics protected by federal, state or local law. we actively seek qualified candidates who are protected veterans and individuals with disabilities as defined under vevraa and section 503 of the rehabilitation act. johnson and johnson is committed to providing an interview process that is inclusive of our applicants needs. if you are an individual with a disability and would like to request an accommodation, please email the employee health support center raemployeehealthsupits.jnj.com or contact askgs to be directed to your accommodation resource.",,,,
,Marketing Data Analyst,,"job location ontario, ca job duties research market conditions in fertility services industry by designing research format and methodology for data collection, to help identify potential opportunities. research and track data regarding new clients and new surrogates from different locations and during different seasons. calculating the data to find regularity and creating tables to displaying industry trends. collect and analyze sales and market data. forecast and track the company monthly sales activity. provide analysis of the data from previous month, and present strategies for upcoming month to the management so the company is able to make its investment decisions more wisely and efficiently. examine and analyze statistical data and reports on industry trends in relationship to joy of lifes marketing position in terms of service offerings, development, and pricing. identify new market opportunities and review financial packetsdeals with oversea agencies to explore opportunities for company growth. evaluate existing customers, analyze their needs and perform customized packet to them. represent the company attending forums and conference in fertility field to maintain knowledge in the industry and to improve joy of life operations based on new developments. compare and calculate ivf and iui data in the form of statistics of different age range to conclude the different success rates of various clinics. provide weeklymonthly reporting that indicates productivity and growth. perform b2b marketing data research to ensure joy of life remains competitive. candidate minimum requirements bachelors degree in statistics, mathematics, or related market research disciplines. to apply for this opportunity, please send your resume and a cover letter to email mingjoyoflifesurrogacy.com joyjoyoflifesurrogacy.com mail address attn hr 3200 e. guasti road, 100 ontario, ca 91761",,,,
